component_number	matrix	partition_name	edges	nodes_in_component	component_density	BUSCO_ID	BUSCO_description	SwissProt_accession	SwissProt_description	GO_annotations	ribo_found
151	Hejnol2009	Tribe2192_0	6	7	0.8571428571428571			D3ZVF4.1	RecName: Full=Trafficking protein particle complex subunit 2	GO:0005793; GO:0005634; GO:0048471; GO:0006888	False
152	Whelan2017_strict	Subset8	6	7	0.8571428571428571			P17708.3	RecName: Full=S-adenosylmethionine decarboxylase proenzyme; Short=AdoMetDC; Short=SAMDC; Contains: RecName: Full=S-adenosylmethionine decarboxylase alpha chain; Contains: RecName: Full=S-adenosylmethionine decarboxylase beta chain; Flags: Precursor	GO:0005829; GO:0004014; GO:0019810; GO:0006595; GO:0006557; GO:0046500; GO:0008295; GO:0006597	False
152	Whelan2017_full	Subset10_01	6	7	0.8571428571428571			D3Z6H8.1	RecName: Full=S-adenosylmethionine decarboxylase proenzyme 2; Short=AdoMetDC 2; Short=SAMDC 2; Contains: RecName: Full=S-adenosylmethionine decarboxylase 2 alpha chain; Contains: RecName: Full=S-adenosylmethionine decarboxylase 2 beta chain; Flags: Precursor	GO:0005829; GO:0004014; GO:0019810; GO:0006557; GO:0008295; GO:0006597	False
152	Hejnol2009	Tribe2352_0	6	7	0.8571428571428571	EOG091G1467	S-adenosylmethionine decarboxylase	D3Z6H8.1	RecName: Full=S-adenosylmethionine decarboxylase proenzyme 2; Short=AdoMetDC 2; Short=SAMDC 2; Contains: RecName: Full=S-adenosylmethionine decarboxylase 2 alpha chain; Contains: RecName: Full=S-adenosylmethionine decarboxylase 2 beta chain; Flags: Precursor	GO:0005829; GO:0004014; GO:0019810; GO:0006557; GO:0008295; GO:0006597	False
152	Whelan2015_D1	Gene_0076	4	7	0.8571428571428571			D3Z6H8.1	RecName: Full=S-adenosylmethionine decarboxylase proenzyme 2; Short=AdoMetDC 2; Short=SAMDC 2; Contains: RecName: Full=S-adenosylmethionine decarboxylase 2 alpha chain; Contains: RecName: Full=S-adenosylmethionine decarboxylase 2 beta chain; Flags: Precursor	GO:0005829; GO:0004014; GO:0019810; GO:0006557; GO:0008295; GO:0006597	False
152	Whelan2015_D10	Gene_0076	4	7	0.8571428571428571			D3Z6H8.1	RecName: Full=S-adenosylmethionine decarboxylase proenzyme 2; Short=AdoMetDC 2; Short=SAMDC 2; Contains: RecName: Full=S-adenosylmethionine decarboxylase 2 alpha chain; Contains: RecName: Full=S-adenosylmethionine decarboxylase 2 beta chain; Flags: Precursor	GO:0005829; GO:0004014; GO:0019810; GO:0006557; GO:0008295; GO:0006597	False
152	Whelan2015_D20	Gene_0076	4	7	0.8571428571428571			D3Z6H8.1	RecName: Full=S-adenosylmethionine decarboxylase proenzyme 2; Short=AdoMetDC 2; Short=SAMDC 2; Contains: RecName: Full=S-adenosylmethionine decarboxylase 2 alpha chain; Contains: RecName: Full=S-adenosylmethionine decarboxylase 2 beta chain; Flags: Precursor	GO:0005829; GO:0004014; GO:0019810; GO:0006557; GO:0008295; GO:0006597	False
152	Moroz2014_3d	0076	6	7	0.8571428571428571			D3Z6H8.1	RecName: Full=S-adenosylmethionine decarboxylase proenzyme 2; Short=AdoMetDC 2; Short=SAMDC 2; Contains: RecName: Full=S-adenosylmethionine decarboxylase 2 alpha chain; Contains: RecName: Full=S-adenosylmethionine decarboxylase 2 beta chain; Flags: Precursor	GO:0005829; GO:0004014; GO:0019810; GO:0006557; GO:0008295; GO:0006597	False
153	Whelan2015_D10	Gene_0786	4	7	0.8571428571428571			Q6AY85.1	RecName: Full=UDP-N-acetylglucosamine transferase subunit ALG14 homolog	GO:0016021; GO:0031965; GO:0043541; GO:0006488	False
153	Whelan2017_full	Subset4_16	6	7	0.8571428571428571			Q6AY85.1	RecName: Full=UDP-N-acetylglucosamine transferase subunit ALG14 homolog	GO:0016021; GO:0031965; GO:0043541; GO:0006488	False
153	Moroz2014_3d	0786	6	7	0.8571428571428571			Q6AY85.1	RecName: Full=UDP-N-acetylglucosamine transferase subunit ALG14 homolog	GO:0016021; GO:0031965; GO:0043541; GO:0006488	False
153	Whelan2015_D1	Gene_0786	4	7	0.8571428571428571			Q6AY85.1	RecName: Full=UDP-N-acetylglucosamine transferase subunit ALG14 homolog	GO:0016021; GO:0031965; GO:0043541; GO:0006488	False
153	Simion2017	V2META14978-42-Calc_Hmm10-BMGE05	6	7	0.8571428571428571			Q6AY85.1	RecName: Full=UDP-N-acetylglucosamine transferase subunit ALG14 homolog	GO:0016021; GO:0031965; GO:0043541; GO:0006488	False
153	Hejnol2009	Tribe3535_0	6	7	0.8571428571428571			Q6AY85.1	RecName: Full=UDP-N-acetylglucosamine transferase subunit ALG14 homolog	GO:0016021; GO:0031965; GO:0043541; GO:0006488	False
153	Whelan2015_D20	Gene_0786	4	7	0.8571428571428571			Q6AY85.1	RecName: Full=UDP-N-acetylglucosamine transferase subunit ALG14 homolog	GO:0016021; GO:0031965; GO:0043541; GO:0006488	False
154	Simion2017	V2META13529-42-Calc_Hmm10-BMGE05	6	7	0.8571428571428571			Q0D2E8.1	RecName: Full=Protein RFT1 homolog	GO:0005789; GO:0016021; GO:0005319; GO:0008643; GO:0034203	False
154	Moroz2014_3d	0289	6	7	0.8571428571428571			Q0D2E8.1	RecName: Full=Protein RFT1 homolog	GO:0005789; GO:0016021; GO:0005319; GO:0008643; GO:0034203	False
154	Whelan2015_D1	Gene_0289	4	7	0.8571428571428571			Q96AA3.1	RecName: Full=Protein RFT1 homolog	GO:0005789; GO:0016021; GO:0005319; GO:0008643; GO:0034203	False
154	Hejnol2009	Tribe3898_0	6	7	0.8571428571428571			Q0D2E8.1	RecName: Full=Protein RFT1 homolog	GO:0005789; GO:0016021; GO:0005319; GO:0008643; GO:0034203	False
154	Whelan2015_D20	Gene_0289	4	7	0.8571428571428571			Q0D2E8.1	RecName: Full=Protein RFT1 homolog	GO:0005789; GO:0016021; GO:0005319; GO:0008643; GO:0034203	False
154	Whelan2015_D10	Gene_0289	4	7	0.8571428571428571			Q0D2E8.1	RecName: Full=Protein RFT1 homolog	GO:0005789; GO:0016021; GO:0005319; GO:0008643; GO:0034203	False
154	Whelan2017_full	Subset12_02	6	7	0.8571428571428571			Q8C3B8.2	RecName: Full=Protein RFT1 homolog	GO:0005789; GO:0016021; GO:0005319; GO:0008643; GO:0034203	False
155	Borowiec2015_Total1080	OG1010.fasta.aln_gene10	4	6	0.7333333333333333						
155	Ryan2013_est	gene293	4	6	0.7333333333333333			A6H7F2.1	RecName: Full=GPN-loop GTPase 2; AltName: Full=ATP-binding domain 1 family member B	GO:0005525; GO:0003924	False
155	Chang2015	pace2_01	5	6	0.7333333333333333			A4FUD1.1	RecName: Full=GPN-loop GTPase 1; AltName: Full=XPA-binding protein 1	GO:0005829; GO:0005739; GO:0005654; GO:0005525; GO:0003924	False
155	Simion2017	V2META11065-1-42-Calc_Hmm10-BMGE05	4	6	0.7333333333333333			Q6PUR6.1	RecName: Full=GPN-loop GTPase 2; AltName: Full=ATP-binding domain 1 family member B	GO:0005525; GO:0003924	False
155	Borowiec2015_Best108	OG1010.fasta.aln_gene3	4	6	0.7333333333333333			A6H7F2.1	RecName: Full=GPN-loop GTPase 2; AltName: Full=ATP-binding domain 1 family member B	GO:0005525; GO:0003924	False
155	Ryan2013_est	gene55	1	6	0.7333333333333333			A4FUD1.1	RecName: Full=GPN-loop GTPase 1; AltName: Full=XPA-binding protein 1	GO:0005829; GO:0005739; GO:0005654; GO:0005525; GO:0003924	False
156	Hejnol2009	Tribe1169_0	5	6	1.0			Q0P5E2.1	RecName: Full=GPN-loop GTPase 3; AltName: Full=ATP-binding domain 1 family member C	GO:0032991; GO:0005525; GO:0003924	False
156	Chang2015	pace2	5	6	1.0			Q0P5E2.1	RecName: Full=GPN-loop GTPase 3; AltName: Full=ATP-binding domain 1 family member C	GO:0032991; GO:0005525; GO:0003924	False
156	Simion2017	V2META11065-2-42-Calc_Hmm10-BMGE05	5	6	1.0			Q6ZM63.2	RecName: Full=GPN-loop GTPase 3; AltName: Full=ATP-binding domain 1 family member C	GO:0005525; GO:0003924	False
156	Ryan2013_est	gene152	5	6	1.0			Q6ZM63.2	RecName: Full=GPN-loop GTPase 3; AltName: Full=ATP-binding domain 1 family member C	GO:0005525; GO:0003924	False
156	Borowiec2015_Total1080	OG1011.fasta.aln_gene11	5	6	1.0						
156	Borowiec2015_Best108	OG1011.fasta.aln_gene4	5	6	1.0			Q0P5E2.1	RecName: Full=GPN-loop GTPase 3; AltName: Full=ATP-binding domain 1 family member C	GO:0032991; GO:0005525; GO:0003924	False
157	Simion2017	V2META14114-42-Calc_Hmm10-BMGE05	5	6	0.8			Q8CCF0.3	RecName: Full=U4/U6 small nuclear ribonucleoprotein Prp31; AltName: Full=Pre-mRNA-processing factor 31; AltName: Full=U4/U6 snRNP 61 kDa protein; Short=Protein 61K	GO:0015030; GO:0071339; GO:0016607; GO:0005634; GO:0071005; GO:0005687; GO:0046540; GO:0005690; GO:0043021; GO:0070990; GO:0030621; GO:0030622; GO:0000398; GO:0071166; GO:0000244	False
157	Whelan2015_D10	Gene_0691	3	6	0.8			Q8CCF0.3	RecName: Full=U4/U6 small nuclear ribonucleoprotein Prp31; AltName: Full=Pre-mRNA-processing factor 31; AltName: Full=U4/U6 snRNP 61 kDa protein; Short=Protein 61K	GO:0015030; GO:0071339; GO:0016607; GO:0005634; GO:0071005; GO:0005687; GO:0046540; GO:0005690; GO:0043021; GO:0070990; GO:0030621; GO:0030622; GO:0000398; GO:0071166; GO:0000244	False
157	Whelan2015_D20	Gene_0691	3	6	0.8			Q8CCF0.3	RecName: Full=U4/U6 small nuclear ribonucleoprotein Prp31; AltName: Full=Pre-mRNA-processing factor 31; AltName: Full=U4/U6 snRNP 61 kDa protein; Short=Protein 61K	GO:0015030; GO:0071339; GO:0016607; GO:0005634; GO:0071005; GO:0005687; GO:0046540; GO:0005690; GO:0043021; GO:0070990; GO:0030621; GO:0030622; GO:0000398; GO:0071166; GO:0000244	False
157	Whelan2015_D1	Gene_0691	3	6	0.8			Q8CCF0.3	RecName: Full=U4/U6 small nuclear ribonucleoprotein Prp31; AltName: Full=Pre-mRNA-processing factor 31; AltName: Full=U4/U6 snRNP 61 kDa protein; Short=Protein 61K	GO:0015030; GO:0071339; GO:0016607; GO:0005634; GO:0071005; GO:0005687; GO:0046540; GO:0005690; GO:0043021; GO:0070990; GO:0030621; GO:0030622; GO:0000398; GO:0071166; GO:0000244	False
157	Borowiec2015_Total1080	OG2.fasta.aln_gene350	5	6	0.8						
157	Borowiec2015_Best108	OG2.fasta.aln_gene36	5	6	0.8			Q5U5C5.1	RecName: Full=U4/U6 small nuclear ribonucleoprotein Prp31; AltName: Full=Pre-mRNA-processing factor 31	GO:0015030; GO:0071339; GO:0016607; GO:0005634; GO:0071005; GO:0046540; GO:0005690; GO:0030622; GO:0000398; GO:0000244	False
158	Whelan2015_D20	Gene_0208	3	6	0.8			A1CJC4.1	RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor	GO:0005739; GO:0051539; GO:0016992; GO:0046872; GO:0009249	False
158	Borowiec2015_Best108	OG209.fasta.aln_gene23	5	6	0.8			Q6GQ48.1	RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase	GO:0005739; GO:0051539; GO:0016992; GO:0046872; GO:0009249	False
158	Simion2017	V2META12745-1-42-Calc_Hmm10-BMGE05	5	6	0.8			B3SBB5.1	RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase	GO:0005739; GO:0051539; GO:0016992; GO:0046872; GO:0009107; GO:0009249	False
158	Whelan2015_D1	Gene_0208	3	6	0.8			A1CJC4.1	RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor	GO:0005739; GO:0051539; GO:0016992; GO:0046872; GO:0009249	False
158	Borowiec2015_Total1080	OG209.fasta.aln_gene252	5	6	0.8						
158	Whelan2015_D10	Gene_0208	3	6	0.8			A1CJC4.1	RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor	GO:0005739; GO:0051539; GO:0016992; GO:0046872; GO:0009249	False
159	Borowiec2015_Best108	OG482.fasta.aln_gene59	5	6	1.0	EOG091G0CAR	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)	A8N0V8.1	RecName: Full=ATPase GET3; AltName: Full=Arsenical pump-driving ATPase; AltName: Full=Arsenite-stimulated ATPase; AltName: Full=Golgi to ER traffic protein 3; AltName: Full=Guided entry of tail-anchored proteins 3	GO:0005783; GO:0005524; GO:0016887; GO:0046872; GO:0045048	False
159	Hejnol2009	Tribe1795_0	5	6	1.0	EOG091G0CAR	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)	A8N0V8.1	RecName: Full=ATPase GET3; AltName: Full=Arsenical pump-driving ATPase; AltName: Full=Arsenite-stimulated ATPase; AltName: Full=Golgi to ER traffic protein 3; AltName: Full=Guided entry of tail-anchored proteins 3	GO:0005783; GO:0005524; GO:0016887; GO:0046872; GO:0045048	False
159	Whelan2017_full	Subset31_05	5	6	1.0	EOG091G0CAR	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)	B0WEV5.1	RecName: Full=ATPase ASNA1 homolog; AltName: Full=Arsenical pump-driving ATPase homolog; AltName: Full=Arsenite-stimulated ATPase	GO:0005783; GO:0005524; GO:0016887; GO:0046872; GO:0045048	False
159	Simion2017	V2META14056-42-Calc_Hmm10-BMGE05	5	6	1.0			A4HUY0.1	RecName: Full=ATPase ASNA1 homolog; AltName: Full=Arsenical pump-driving ATPase homolog; AltName: Full=Arsenite-stimulated ATPase	GO:0005783; GO:0005524; GO:0016887; GO:0046872; GO:0045048	False
159	Ryan2013_est	gene289	5	6	1.0	EOG091G0CAR	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)	P0CM25.1	RecName: Full=ATPase GET3; AltName: Full=Arsenical pump-driving ATPase; AltName: Full=Arsenite-stimulated ATPase; AltName: Full=Golgi to ER traffic protein 3; AltName: Full=Guided entry of tail-anchored proteins 3	GO:0005783; GO:0005524; GO:0016887; GO:0046872; GO:0045048	False
159	Borowiec2015_Total1080	OG482.fasta.aln_gene545	5	6	1.0	EOG091G0CAR	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)				
160	Dunn2008	Tribe1489	5	6	1.0	EOG091G0XYP	programmed cell death 5	P56812.3	RecName: Full=Programmed cell death protein 5; AltName: Full=TF-1 cell apoptosis-related protein 19; Short=Protein TFAR19	GO:0005737; GO:0005829; GO:0005634; GO:0010698; GO:0048487; GO:0003677; GO:0008201; GO:0006915; GO:0071560; GO:0008285; GO:1903645; GO:0043065; GO:0043280; GO:0010628; GO:1903638; GO:0090200	False
160	Ryan2013_est	gene34	5	6	1.0	EOG091G0XYP	programmed cell death 5	Q2HJH9.3	RecName: Full=Programmed cell death protein 5	GO:0005829; GO:0005634; GO:0010698; GO:0048487; GO:0003677; GO:0008201; GO:0006915; GO:0071560; GO:0008285; GO:1903645; GO:0043280; GO:0010628; GO:1903638; GO:0090200	False
160	Hejnol2009	Tribe1736_0	5	6	1.0	EOG091G0XYP	programmed cell death 5	Q93408.2	RecName: Full=Uncharacterized protein D2005.3	GO:0005829; GO:0005634; GO:0003677	False
160	Simion2017	V2META14482-42-Calc_Hmm10-BMGE05	5	6	1.0	EOG091G0XYP	programmed cell death 5	P56812.3	RecName: Full=Programmed cell death protein 5; AltName: Full=TF-1 cell apoptosis-related protein 19; Short=Protein TFAR19	GO:0005737; GO:0005829; GO:0005634; GO:0010698; GO:0048487; GO:0003677; GO:0008201; GO:0006915; GO:0071560; GO:0008285; GO:1903645; GO:0043065; GO:0043280; GO:0010628; GO:1903638; GO:0090200	False
160	Borowiec2015_Best108	OG890.fasta.aln_gene104	5	6	1.0	EOG091G0XYP	programmed cell death 5	P56812.3	RecName: Full=Programmed cell death protein 5; AltName: Full=TF-1 cell apoptosis-related protein 19; Short=Protein TFAR19	GO:0005737; GO:0005829; GO:0005634; GO:0010698; GO:0048487; GO:0003677; GO:0008201; GO:0006915; GO:0071560; GO:0008285; GO:1903645; GO:0043065; GO:0043280; GO:0010628; GO:1903638; GO:0090200	False
160	Borowiec2015_Total1080	OG890.fasta.aln_gene974	5	6	1.0	EOG091G0XYP	programmed cell death 5				
161	Ryan2013_est	gene200	5	6	0.8			O95620.2	RecName: Full=tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like; AltName: Full=pp35; AltName: Full=tRNA-dihydrouridine synthase 4-like	GO:0050660; GO:0017150	False
161	Simion2017	V2META12682-42-Calc_Hmm10-BMGE05	5	6	0.8			Q32M08.1	RecName: Full=tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like; AltName: Full=tRNA-dihydrouridine synthase 4-like	GO:0050660; GO:0017150	False
161	Whelan2015_D10	Gene_0105	3	6	0.8			O95620.2	RecName: Full=tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like; AltName: Full=pp35; AltName: Full=tRNA-dihydrouridine synthase 4-like	GO:0050660; GO:0017150	False
161	Whelan2015_D1	Gene_0105	3	6	0.8			O95620.2	RecName: Full=tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like; AltName: Full=pp35; AltName: Full=tRNA-dihydrouridine synthase 4-like	GO:0050660; GO:0017150	False
161	Whelan2015_D20	Gene_0105	3	6	0.8			O95620.2	RecName: Full=tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like; AltName: Full=pp35; AltName: Full=tRNA-dihydrouridine synthase 4-like	GO:0050660; GO:0017150	False
161	Borowiec2015_Total1080	OG1149.fasta.aln_gene141	5	6	0.8						
162	Whelan2015_D10	Gene_0983	3	6	0.8			Q3T099.1	RecName: Full=Tryptophan--tRNA ligase, mitochondrial; AltName: Full=(Mt)TrpRS; AltName: Full=Tryptophanyl-tRNA synthetase; Short=TrpRS; Flags: Precursor	GO:0005759; GO:0005739; GO:0005524; GO:0004830; GO:0070183; GO:0006436	False
162	Whelan2015_D20	Gene_0983	3	6	0.8			Q3T099.1	RecName: Full=Tryptophan--tRNA ligase, mitochondrial; AltName: Full=(Mt)TrpRS; AltName: Full=Tryptophanyl-tRNA synthetase; Short=TrpRS; Flags: Precursor	GO:0005759; GO:0005739; GO:0005524; GO:0004830; GO:0070183; GO:0006436	False
162	Simion2017	V2META13725-42-Calc_Hmm10-BMGE05	5	6	0.8			Q3T099.1	RecName: Full=Tryptophan--tRNA ligase, mitochondrial; AltName: Full=(Mt)TrpRS; AltName: Full=Tryptophanyl-tRNA synthetase; Short=TrpRS; Flags: Precursor	GO:0005759; GO:0005739; GO:0005524; GO:0004830; GO:0070183; GO:0006436	False
162	Moroz2014_3d	0983	5	6	0.8			Q1RIE3.1	RecName: Full=Tryptophan--tRNA ligase; AltName: Full=Tryptophanyl-tRNA synthetase; Short=TrpRS	GO:0005737; GO:0005524; GO:0004830; GO:0006436	False
162	Whelan2015_D1	Gene_0983	3	6	0.8			Q3T099.1	RecName: Full=Tryptophan--tRNA ligase, mitochondrial; AltName: Full=(Mt)TrpRS; AltName: Full=Tryptophanyl-tRNA synthetase; Short=TrpRS; Flags: Precursor	GO:0005759; GO:0005739; GO:0005524; GO:0004830; GO:0070183; GO:0006436	False
162	Borowiec2015_Total1080	OG225.fasta.aln_gene269	5	6	0.8						
163	Moroz2014_3d	0963	5	6	0.8			Q8BXQ2.2	RecName: Full=GPI transamidase component PIG-T; AltName: Full=Neuronal development-associated protein 7; AltName: Full=Phosphatidylinositol-glycan biosynthesis class T protein; Flags: Precursor	GO:0005737; GO:0031410; GO:0042765; GO:0016255; GO:0051402; GO:0030182	False
163	Whelan2015_D20	Gene_0963	3	6	0.8			Q8BXQ2.2	RecName: Full=GPI transamidase component PIG-T; AltName: Full=Neuronal development-associated protein 7; AltName: Full=Phosphatidylinositol-glycan biosynthesis class T protein; Flags: Precursor	GO:0005737; GO:0031410; GO:0042765; GO:0016255; GO:0051402; GO:0030182	False
163	Borowiec2015_Total1080	OG243.fasta.aln_gene289	5	6	0.8	EOG091G06DH	phosphatidylinositol glycan anchor biosynthesis, class T				
163	Hejnol2009	Tribe2898_0	5	6	0.8			Q8BXQ2.2	RecName: Full=GPI transamidase component PIG-T; AltName: Full=Neuronal development-associated protein 7; AltName: Full=Phosphatidylinositol-glycan biosynthesis class T protein; Flags: Precursor	GO:0005737; GO:0031410; GO:0042765; GO:0016255; GO:0051402; GO:0030182	False
163	Whelan2015_D1	Gene_0963	3	6	0.8			P38875.2	RecName: Full=GPI transamidase component GPI16; Flags: Precursor	GO:0005783; GO:0042765; GO:0003923; GO:0016255	False
163	Whelan2015_D10	Gene_0963	3	6	0.8			Q8BXQ2.2	RecName: Full=GPI transamidase component PIG-T; AltName: Full=Neuronal development-associated protein 7; AltName: Full=Phosphatidylinositol-glycan biosynthesis class T protein; Flags: Precursor	GO:0005737; GO:0031410; GO:0042765; GO:0016255; GO:0051402; GO:0030182	False
164	Nosenko2013_ribo_14615	KOG2916	5	6	1.0			P05198.3	RecName: Full=Eukaryotic translation initiation factor 2 subunit 1; AltName: Full=Eukaryotic translation initiation factor 2 subunit alpha; Short=eIF-2-alpha; Short=eIF-2A; Short=eIF-2alpha	GO:0010494; GO:0005829; GO:0033290; GO:0005850; GO:0005851; GO:0070062; GO:0097451; GO:0016020; GO:0043614; GO:0005634; GO:0005844; GO:0045202; GO:0044207; GO:0043022; GO:0003723; GO:0003743; GO:0007568; GO:0034198; GO:0034605; GO:0034599; GO:0034644; GO:1905098; GO:0032057; GO:0036499; GO:1901216; GO:2000676; GO:0046777; GO:0034976; GO:1990737; GO:0034063; GO:0006413; GO:0055085	False
164	Philippe2009	Gene_0123	5	6	1.0			P05198.3	RecName: Full=Eukaryotic translation initiation factor 2 subunit 1; AltName: Full=Eukaryotic translation initiation factor 2 subunit alpha; Short=eIF-2-alpha; Short=eIF-2A; Short=eIF-2alpha	GO:0010494; GO:0005829; GO:0033290; GO:0005850; GO:0005851; GO:0070062; GO:0097451; GO:0016020; GO:0043614; GO:0005634; GO:0005844; GO:0045202; GO:0044207; GO:0043022; GO:0003723; GO:0003743; GO:0007568; GO:0034198; GO:0034605; GO:0034599; GO:0034644; GO:1905098; GO:0032057; GO:0036499; GO:1901216; GO:2000676; GO:0046777; GO:0034976; GO:1990737; GO:0034063; GO:0006413; GO:0055085	False
164	Hejnol2009	Tribe1170_0	5	6	1.0			P05198.3	RecName: Full=Eukaryotic translation initiation factor 2 subunit 1; AltName: Full=Eukaryotic translation initiation factor 2 subunit alpha; Short=eIF-2-alpha; Short=eIF-2A; Short=eIF-2alpha	GO:0010494; GO:0005829; GO:0033290; GO:0005850; GO:0005851; GO:0070062; GO:0097451; GO:0016020; GO:0043614; GO:0005634; GO:0005844; GO:0045202; GO:0044207; GO:0043022; GO:0003723; GO:0003743; GO:0007568; GO:0034198; GO:0034605; GO:0034599; GO:0034644; GO:1905098; GO:0032057; GO:0036499; GO:1901216; GO:2000676; GO:0046777; GO:0034976; GO:1990737; GO:0034063; GO:0006413; GO:0055085	False
164	Chang2015	tif2a	5	6	1.0			P20460.2	RecName: Full=Eukaryotic translation initiation factor 2 subunit 1; AltName: Full=Eukaryotic translation initiation factor 2 subunit alpha; Short=eIF-2-alpha; Short=eIF-2A; Short=eIF-2alpha	GO:0010494; GO:0033290; GO:0005850; GO:0005851; GO:0043614; GO:0043022; GO:0003743; GO:0034198; GO:0034644; GO:0032057; GO:0034976	False
164	Borowiec2015_Total1080	OG274.fasta.aln_gene322	5	6	1.0						
164	Ryan2013_est	gene297	5	6	1.0			P05198.3	RecName: Full=Eukaryotic translation initiation factor 2 subunit 1; AltName: Full=Eukaryotic translation initiation factor 2 subunit alpha; Short=eIF-2-alpha; Short=eIF-2A; Short=eIF-2alpha	GO:0010494; GO:0005829; GO:0033290; GO:0005850; GO:0005851; GO:0070062; GO:0097451; GO:0016020; GO:0043614; GO:0005634; GO:0005844; GO:0045202; GO:0044207; GO:0043022; GO:0003723; GO:0003743; GO:0007568; GO:0034198; GO:0034605; GO:0034599; GO:0034644; GO:1905098; GO:0032057; GO:0036499; GO:1901216; GO:2000676; GO:0046777; GO:0034976; GO:1990737; GO:0034063; GO:0006413; GO:0055085	False
165	Whelan2015_D1	Gene_0123	3	6	0.8			O14530.2	RecName: Full=Thioredoxin domain-containing protein 9; AltName: Full=ATP-binding protein associated with cell differentiation; AltName: Full=Protein 1-4	GO:0005813; GO:0005829; GO:0030496; GO:0005634; GO:0045296; GO:0045454	False
165	Hejnol2009	Tribe1522_0	5	6	0.8			O14530.2	RecName: Full=Thioredoxin domain-containing protein 9; AltName: Full=ATP-binding protein associated with cell differentiation; AltName: Full=Protein 1-4	GO:0005813; GO:0005829; GO:0030496; GO:0005634; GO:0045296; GO:0045454	False
165	Borowiec2015_Total1080	OG275.fasta.aln_gene323	5	6	0.8						
165	Whelan2015_D10	Gene_0123	3	6	0.8			O14530.2	RecName: Full=Thioredoxin domain-containing protein 9; AltName: Full=ATP-binding protein associated with cell differentiation; AltName: Full=Protein 1-4	GO:0005813; GO:0005829; GO:0030496; GO:0005634; GO:0045296; GO:0045454	False
165	Ryan2013_est	gene314	5	6	0.8			O14530.2	RecName: Full=Thioredoxin domain-containing protein 9; AltName: Full=ATP-binding protein associated with cell differentiation; AltName: Full=Protein 1-4	GO:0005813; GO:0005829; GO:0030496; GO:0005634; GO:0045296; GO:0045454	False
165	Whelan2015_D20	Gene_0123	3	6	0.8			O18883.2	RecName: Full=Thioredoxin domain-containing protein 9; AltName: Full=Protein 1-4	GO:0005737; GO:0005815; GO:0030496; GO:0005634; GO:0045454	False
166	Whelan2015_D10	Gene_0045	3	6	0.8	EOG091G0JHQ	Uncharacterized protein	Q69ZQ2.2	RecName: Full=Pre-mRNA-splicing factor ISY1 homolog	GO:0071013; GO:0071014; GO:0071020; GO:0000974; GO:0000350; GO:0000389	False
166	Whelan2015_D20	Gene_0045	3	6	0.8	EOG091G0JHQ	Uncharacterized protein	Q69ZQ2.2	RecName: Full=Pre-mRNA-splicing factor ISY1 homolog	GO:0071013; GO:0071014; GO:0071020; GO:0000974; GO:0000350; GO:0000389	False
166	Simion2017	V2META13630-42-Calc_Hmm10-BMGE05	5	6	0.8	EOG091G0JHQ	Uncharacterized protein	Q69ZQ2.2	RecName: Full=Pre-mRNA-splicing factor ISY1 homolog	GO:0071013; GO:0071014; GO:0071020; GO:0000974; GO:0000350; GO:0000389	False
166	Borowiec2015_Total1080	OG315.fasta.aln_gene367	5	6	0.8	EOG091G0JHQ	Uncharacterized protein				
166	Whelan2015_D1	Gene_0045	3	6	0.8	EOG091G0JHQ	Uncharacterized protein	Q69ZQ2.2	RecName: Full=Pre-mRNA-splicing factor ISY1 homolog	GO:0071013; GO:0071014; GO:0071020; GO:0000974; GO:0000350; GO:0000389	False
166	Hejnol2009	Tribe2726_0	5	6	0.8	EOG091G0JHQ	Uncharacterized protein	Q9ULR0.3	RecName: Full=Pre-mRNA-splicing factor ISY1 homolog	GO:0071013; GO:0005654; GO:0071014; GO:0071020; GO:0000974; GO:0003723; GO:0000350; GO:0000389; GO:0000398; GO:0006283	False
167	Borowiec2015_Total1080	OG341.fasta.aln_gene394	5	6	0.8						
