"component_number"	"matrix"	"partition"	"edges"	"nodes_in_component"	"component_density"	"BUSCO_ID"	"BUSCO_description"	"SwissProt_accession"	"SwissProt_description"	"GO_annotations"	"ribo_found"	"BUSCO"
"1326"	"207"	"Ryan2013_est"	"gene102"	5	6	0.8	NA	NA	"C4YFC7.1"	"RecName: Full=Deoxyuridine 5'-triphosphate nucleotidohydrolase; Short=dUTPase; AltName: Full=dUTP pyrophosphatase"	"GO:0004170; GO:0046872; GO:0006226; GO:0046080"	FALSE	NA
"1327"	"207"	"Simion2017"	"V2META12200-42-Calc_Hmm10-BMGE05"	5	6	0.8	NA	NA	"P70583.3"	"RecName: Full=Deoxyuridine 5'-triphosphate nucleotidohydrolase; Short=dUTPase; AltName: Full=PPAR-interacting protein 4; Short=PIP4; AltName: Full=dUTP pyrophosphatase"	"GO:0005737; GO:0005829; GO:0005634; GO:0004170; GO:0000287; GO:0042975; GO:0032556; GO:0030547; GO:0006226; GO:0046081; GO:0001889; GO:0070207; GO:0043497; GO:0014070"	FALSE	NA
"1328"	"208"	"Whelan2015_D10"	"Gene_0348"	3	6	0.8	"EOG091G0628"	"Ubiquitin-like modifier-activating enzyme Atg7"	"A6ZT79.1"	"RecName: Full=Ubiquitin-like modifier-activating enzyme ATG7; AltName: Full=ATG12-activating enzyme E1 ATG7; AltName: Full=Autophagy-related protein 7; AltName: Full=Cytoplasm to vacuole targeting protein 2"	"GO:0000407; GO:0008641; GO:0006914; GO:0015031"	FALSE	"Ubiquitin-like modifier-activating enzyme Atg7"
"1329"	"208"	"Whelan2017_strict"	"Subset23"	5	6	0.8	"EOG091G0628"	"Ubiquitin-like modifier-activating enzyme Atg7"	"O95352.1"	"RecName: Full=Ubiquitin-like modifier-activating enzyme ATG7; AltName: Full=ATG12-activating enzyme E1 ATG7; AltName: Full=Autophagy-related protein 7; Short=APG7-like; Short=hAGP7; AltName: Full=Ubiquitin-activating enzyme E1-like protein"	"GO:0030424; GO:0005930; GO:0005737; GO:0005829; GO:0005576; GO:1904813; GO:0000407; GO:0034774; GO:0019778; GO:0019779; GO:0042803; GO:0008134; GO:0004839; GO:0007568; GO:0000045; GO:0006914; GO:0075044; GO:0000422; GO:0006501; GO:0006464; GO:0071455; GO:0071315; GO:0006995; GO:0009267; GO:0061684; GO:0051607; GO:0044805; GO:0016236; GO:0061025; GO:0090298; GO:1903204; GO:0043312; GO:0034727; GO:0043065; GO:0010508; GO:0045732; GO:0031401; GO:0006497; GO:0032446; GO:0015031; GO:0042752; GO:1902617; GO:0009749; GO:0048511; GO:0039521"	FALSE	"Ubiquitin-like modifier-activating enzyme Atg7"
"1330"	"208"	"Whelan2017_full"	"Subset13_03"	5	6	0.8	"EOG091G0628"	"Ubiquitin-like modifier-activating enzyme Atg7"	"O95352.1"	"RecName: Full=Ubiquitin-like modifier-activating enzyme ATG7; AltName: Full=ATG12-activating enzyme E1 ATG7; AltName: Full=Autophagy-related protein 7; Short=APG7-like; Short=hAGP7; AltName: Full=Ubiquitin-activating enzyme E1-like protein"	"GO:0030424; GO:0005930; GO:0005737; GO:0005829; GO:0005576; GO:1904813; GO:0000407; GO:0034774; GO:0019778; GO:0019779; GO:0042803; GO:0008134; GO:0004839; GO:0007568; GO:0000045; GO:0006914; GO:0075044; GO:0000422; GO:0006501; GO:0006464; GO:0071455; GO:0071315; GO:0006995; GO:0009267; GO:0061684; GO:0051607; GO:0044805; GO:0016236; GO:0061025; GO:0090298; GO:1903204; GO:0043312; GO:0034727; GO:0043065; GO:0010508; GO:0045732; GO:0031401; GO:0006497; GO:0032446; GO:0015031; GO:0042752; GO:1902617; GO:0009749; GO:0048511; GO:0039521"	FALSE	"Ubiquitin-like modifier-activating enzyme Atg7"
"1331"	"208"	"Whelan2015_D1"	"Gene_0348"	3	6	0.8	"EOG091G0628"	"Ubiquitin-like modifier-activating enzyme Atg7"	"A6ZT79.1"	"RecName: Full=Ubiquitin-like modifier-activating enzyme ATG7; AltName: Full=ATG12-activating enzyme E1 ATG7; AltName: Full=Autophagy-related protein 7; AltName: Full=Cytoplasm to vacuole targeting protein 2"	"GO:0000407; GO:0008641; GO:0006914; GO:0015031"	FALSE	"Ubiquitin-like modifier-activating enzyme Atg7"
"1332"	"208"	"Simion2017"	"V2META14095-42-Calc_Hmm10-BMGE05"	5	6	0.8	"EOG091G0628"	"Ubiquitin-like modifier-activating enzyme Atg7"	"A6ZT79.1"	"RecName: Full=Ubiquitin-like modifier-activating enzyme ATG7; AltName: Full=ATG12-activating enzyme E1 ATG7; AltName: Full=Autophagy-related protein 7; AltName: Full=Cytoplasm to vacuole targeting protein 2"	"GO:0000407; GO:0008641; GO:0006914; GO:0015031"	FALSE	"Ubiquitin-like modifier-activating enzyme Atg7"
"1333"	"208"	"Whelan2015_D20"	"Gene_0348"	3	6	0.8	"EOG091G0628"	"Ubiquitin-like modifier-activating enzyme Atg7"	"A6ZT79.1"	"RecName: Full=Ubiquitin-like modifier-activating enzyme ATG7; AltName: Full=ATG12-activating enzyme E1 ATG7; AltName: Full=Autophagy-related protein 7; AltName: Full=Cytoplasm to vacuole targeting protein 2"	"GO:0000407; GO:0008641; GO:0006914; GO:0015031"	FALSE	"Ubiquitin-like modifier-activating enzyme Atg7"
"1334"	"209"	"Ryan2013_est"	"gene33"	4	5	1	NA	NA	"Q06265.3"	"RecName: Full=Exosome complex component RRP45; AltName: Full=Autoantigen PM/Scl 1; AltName: Full=Exosome component 9; AltName: Full=P75 polymyositis-scleroderma overlap syndrome-associated autoantigen; AltName: Full=Polymyositis/scleroderma autoantigen 1; AltName: Full=Polymyositis/scleroderma autoantigen 75 kDa; Short=PM/Scl-75"	"GO:0005737; GO:0000177; GO:0005829; GO:0000178; GO:0070062; GO:0000228; GO:0000176; GO:0005730; GO:0005654; GO:0005634; GO:0000175; GO:0017091; GO:0003723; GO:0001102; GO:0043928; GO:0000467; GO:0006955; GO:0071028; GO:0071042; GO:0071035; GO:0071038; GO:0000956; GO:0034427; GO:0030307; GO:0045944; GO:0043488; GO:0016075; GO:0006364; GO:0034473; GO:0034475; GO:0034476"	FALSE	NA
"1335"	"209"	"Borowiec2015_Best108"	"OG1111.fasta.aln_gene6"	4	5	1	NA	NA	"Q06265.3"	"RecName: Full=Exosome complex component RRP45; AltName: Full=Autoantigen PM/Scl 1; AltName: Full=Exosome component 9; AltName: Full=P75 polymyositis-scleroderma overlap syndrome-associated autoantigen; AltName: Full=Polymyositis/scleroderma autoantigen 1; AltName: Full=Polymyositis/scleroderma autoantigen 75 kDa; Short=PM/Scl-75"	"GO:0005737; GO:0000177; GO:0005829; GO:0000178; GO:0070062; GO:0000228; GO:0000176; GO:0005730; GO:0005654; GO:0005634; GO:0000175; GO:0017091; GO:0003723; GO:0001102; GO:0043928; GO:0000467; GO:0006955; GO:0071028; GO:0071042; GO:0071035; GO:0071038; GO:0000956; GO:0034427; GO:0030307; GO:0045944; GO:0043488; GO:0016075; GO:0006364; GO:0034473; GO:0034475; GO:0034476"	FALSE	NA
"1336"	"209"	"Simion2017"	"V2META14533-42-Calc_Hmm10-BMGE05"	4	5	1	NA	NA	"Q4QR75.1"	"RecName: Full=Exosome complex component RRP45; AltName: Full=Exosome component 9"	"GO:0000177; GO:0000178; GO:0000228; GO:0000176; GO:0005730; GO:0005654; GO:0017091; GO:0001102; GO:0043928; GO:0000467; GO:0071028; GO:0071042; GO:0071035; GO:0071038; GO:0034427; GO:0030307; GO:0045944; GO:0016075; GO:0034473; GO:0034475; GO:0034476"	FALSE	NA
"1337"	"209"	"Hejnol2009"	"Tribe2723_0"	4	5	1	NA	NA	"Q06265.3"	"RecName: Full=Exosome complex component RRP45; AltName: Full=Autoantigen PM/Scl 1; AltName: Full=Exosome component 9; AltName: Full=P75 polymyositis-scleroderma overlap syndrome-associated autoantigen; AltName: Full=Polymyositis/scleroderma autoantigen 1; AltName: Full=Polymyositis/scleroderma autoantigen 75 kDa; Short=PM/Scl-75"	"GO:0005737; GO:0000177; GO:0005829; GO:0000178; GO:0070062; GO:0000228; GO:0000176; GO:0005730; GO:0005654; GO:0005634; GO:0000175; GO:0017091; GO:0003723; GO:0001102; GO:0043928; GO:0000467; GO:0006955; GO:0071028; GO:0071042; GO:0071035; GO:0071038; GO:0000956; GO:0034427; GO:0030307; GO:0045944; GO:0043488; GO:0016075; GO:0006364; GO:0034473; GO:0034475; GO:0034476"	FALSE	NA
"1338"	"209"	"Borowiec2015_Total1080"	"OG1111.fasta.aln_gene103"	4	5	1	NA	NA	NA	NA	NA	NA	NA
"1339"	"210"	"Simion2017"	"V2META13368-42-Calc_Hmm10-BMGE05"	4	5	1	NA	NA	"Q9H7B2.2"	"RecName: Full=Ribosome production factor 2 homolog; AltName: Full=Brix domain-containing protein 1; AltName: Full=Ribosome biogenesis protein RPF2 homolog"	"GO:0005730; GO:0005634; GO:0008097; GO:0003723; GO:0000463; GO:1902570; GO:1901796; GO:0000027; GO:0042273"	FALSE	NA
"1340"	"210"	"Ryan2013_est"	"gene56"	4	5	1	NA	NA	"Q9JJ80.2"	"RecName: Full=Ribosome production factor 2 homolog; AltName: Full=Brix domain-containing protein 1; AltName: Full=Ribosome biogenesis protein RPF2 homolog"	"GO:0005730; GO:0005634; GO:0008097; GO:0000981; GO:0000463; GO:1902570; GO:1901796; GO:0000027; GO:0042273"	FALSE	NA
"1341"	"210"	"Borowiec2015_Best108"	"OG327.fasta.aln_gene39"	4	5	1	NA	NA	"Q9JJ80.2"	"RecName: Full=Ribosome production factor 2 homolog; AltName: Full=Brix domain-containing protein 1; AltName: Full=Ribosome biogenesis protein RPF2 homolog"	"GO:0005730; GO:0005634; GO:0008097; GO:0000981; GO:0000463; GO:1902570; GO:1901796; GO:0000027; GO:0042273"	FALSE	NA
"1342"	"210"	"Hejnol2009"	"Tribe1698_0"	4	5	1	NA	NA	"Q2YDN6.1"	"RecName: Full=Ribosome production factor 2 homolog; AltName: Full=Brix domain-containing protein 1; AltName: Full=Ribosome biogenesis protein RPF2 homolog"	"GO:0005730; GO:0008097; GO:0000463; GO:1902570; GO:1901796; GO:0000027; GO:0042273"	FALSE	NA
"1343"	"210"	"Borowiec2015_Total1080"	"OG327.fasta.aln_gene379"	4	5	1	NA	NA	NA	NA	NA	NA	NA
"1344"	"211"	"Hejnol2009"	"Tribe3231_0"	4	5	0.7	NA	NA	"Q8N1V2.3"	"RecName: Full=Cilia- and flagella-associated protein 52; AltName: Full=WD repeat-containing protein 16; AltName: Full=WD40-repeat protein up-regulated in HCC"	"GO:0005737; GO:0031514"	FALSE	NA
"1345"	"211"	"Borowiec2015_Total1080"	"OG365.fasta.aln_gene419"	3	5	0.7	NA	NA	NA	NA	NA	NA	NA
"1346"	"211"	"Simion2017"	"V2META13391-42-Calc_Hmm10-BMGE05"	1	5	0.7	NA	NA	NA	NA	NA	NA	NA
"1347"	"211"	"Borowiec2015_Best108"	"OG365.fasta.aln_gene42"	3	5	0.7	NA	NA	"Q5F201.1"	"RecName: Full=Cilia- and flagella-associated protein 52; AltName: Full=WD repeat-containing protein 16"	"GO:0005737; GO:0031514"	FALSE	NA
"1348"	"211"	"Simion2017"	"V2META13159-42-Calc_Hmm10-BMGE05"	3	5	0.7	NA	NA	"Q5F201.1"	"RecName: Full=Cilia- and flagella-associated protein 52; AltName: Full=WD repeat-containing protein 16"	"GO:0005737; GO:0031514"	FALSE	NA
"1349"	"212"	"Hejnol2009"	"Tribe1263_0"	4	5	1	NA	NA	"P38117.3"	"RecName: Full=Electron transfer flavoprotein subunit beta; Short=Beta-ETF"	"GO:0005829; GO:0005759; GO:0005739; GO:0009055; GO:0033539"	FALSE	NA
"1350"	"212"	"Ryan2013_est"	"gene53"	4	5	1	NA	NA	"A2XQV4.1"	"RecName: Full=Electron transfer flavoprotein subunit beta, mitochondrial; Short=Beta-ETF; Flags: Precursor"	"GO:0005759; GO:0009055"	FALSE	NA
"1351"	"212"	"Borowiec2015_Total1080"	"OG518.fasta.aln_gene581"	4	5	1	NA	NA	NA	NA	NA	NA	NA
"1352"	"212"	"Borowiec2015_Best108"	"OG518.fasta.aln_gene64"	4	5	1	NA	NA	"P38117.3"	"RecName: Full=Electron transfer flavoprotein subunit beta; Short=Beta-ETF"	"GO:0005829; GO:0005759; GO:0005739; GO:0009055; GO:0033539"	FALSE	NA
"1353"	"212"	"Simion2017"	"V2META11141-2-42-Calc_Hmm10-BMGE05"	4	5	1	NA	NA	"A2XQV4.1"	"RecName: Full=Electron transfer flavoprotein subunit beta, mitochondrial; Short=Beta-ETF; Flags: Precursor"	"GO:0005759; GO:0009055"	FALSE	NA
"1354"	"213"	"Hejnol2009"	"Tribe4187_0"	4	5	1	"EOG091G0EHZ"	"Nitric oxide synthase-interacting"	"Q6NUH3.1"	"RecName: Full=Nitric oxide synthase-interacting protein; AltName: Full=E3 ubiquitin-protein ligase NOSIP; AltName: Full=RING-type E3 ubiquitin transferase NOSIP"	"GO:0005737; GO:0005634; GO:0061630; GO:0007275"	FALSE	"Nitric oxide synthase-interacting"
"1355"	"213"	"Simion2017"	"V2META13806-42-Calc_Hmm10-BMGE05"	4	5	1	"EOG091G0EHZ"	"Nitric oxide synthase-interacting"	"Q9VWV8.1"	"RecName: Full=Nitric oxide synthase-interacting protein homolog"	"GO:0071013; GO:0005737; GO:0005634; GO:0003723; GO:0061630; GO:0000398; GO:0043086; GO:0051001"	FALSE	"Nitric oxide synthase-interacting"
"1356"	"213"	"Borowiec2015_Best108"	"OG559.fasta.aln_gene70"	4	5	1	"EOG091G0EHZ"	"Nitric oxide synthase-interacting"	"Q5U3S7.1"	"RecName: Full=Nitric oxide synthase-interacting protein; AltName: Full=E3 ubiquitin-protein ligase NOSIP; AltName: Full=RING-type E3 ubiquitin transferase NOSIP"	"GO:0005737; GO:0005634; GO:0061630; GO:0007275"	FALSE	"Nitric oxide synthase-interacting"
"1357"	"213"	"Ryan2013_est"	"gene256"	4	5	1	NA	NA	"Q5U3S7.1"	"RecName: Full=Nitric oxide synthase-interacting protein; AltName: Full=E3 ubiquitin-protein ligase NOSIP; AltName: Full=RING-type E3 ubiquitin transferase NOSIP"	"GO:0005737; GO:0005634; GO:0061630; GO:0007275"	FALSE	NA
"1358"	"213"	"Borowiec2015_Total1080"	"OG559.fasta.aln_gene621"	4	5	1	"EOG091G0EHZ"	"Nitric oxide synthase-interacting"	NA	NA	NA	NA	"Nitric oxide synthase-interacting"
"1359"	"214"	"Borowiec2015_Best108"	"OG642.fasta.aln_gene81"	4	5	1	NA	NA	"Q13610.1"	"RecName: Full=Periodic tryptophan protein 1 homolog; AltName: Full=Keratinocyte protein IEF SSP 9502"	"GO:0005694; GO:0005794; GO:0005730; GO:0005634; GO:1990889; GO:0034773; GO:0033140; GO:2000738; GO:1901838; GO:0042254; GO:0006351"	FALSE	NA
"1360"	"214"	"Simion2017"	"V2META13395-42-Calc_Hmm10-BMGE05"	4	5	1	NA	NA	"Q13610.1"	"RecName: Full=Periodic tryptophan protein 1 homolog; AltName: Full=Keratinocyte protein IEF SSP 9502"	"GO:0005694; GO:0005794; GO:0005730; GO:0005634; GO:1990889; GO:0034773; GO:0033140; GO:2000738; GO:1901838; GO:0042254; GO:0006351"	FALSE	NA
"1361"	"214"	"Hejnol2009"	"Tribe2311_0"	4	5	1	NA	NA	"A1Z8D0.1"	"RecName: Full=Periodic tryptophan protein 1 homolog; Short=PWP1; AltName: Full=Protein no child left behind"	"GO:0005694; GO:0005730; GO:0005654; GO:0005634; GO:0031490; GO:0032869; GO:0007281; GO:0036098; GO:0008584; GO:0030707; GO:0030723; GO:0090070; GO:0045945; GO:1901838; GO:0010468; GO:0042254"	FALSE	NA
"1362"	"214"	"Borowiec2015_Total1080"	"OG642.fasta.aln_gene707"	4	5	1	NA	NA	NA	NA	NA	NA	NA
"1363"	"214"	"Ryan2013_est"	"gene111"	4	5	1	NA	NA	"Q13610.1"	"RecName: Full=Periodic tryptophan protein 1 homolog; AltName: Full=Keratinocyte protein IEF SSP 9502"	"GO:0005694; GO:0005794; GO:0005730; GO:0005634; GO:1990889; GO:0034773; GO:0033140; GO:2000738; GO:1901838; GO:0042254; GO:0006351"	FALSE	NA
"1364"	"215"	"Borowiec2015_Best108"	"OG726.fasta.aln_gene90"	4	5	1	"EOG091G0MDD"	"MRT4 homolog, ribosome maturation factor"	"A4FV84.1"	"RecName: Full=mRNA turnover protein 4 homolog; AltName: Full=Ribosome assembly factor MRTO4"	"GO:0005737; GO:0005730; GO:0000956; GO:0000027; GO:0006364"	FALSE	"MRT4 homolog, ribosome maturation factor"
"1365"	"215"	"Borowiec2015_Total1080"	"OG726.fasta.aln_gene798"	4	5	1	"EOG091G0MDD"	"MRT4 homolog, ribosome maturation factor"	NA	NA	NA	NA	"MRT4 homolog, ribosome maturation factor"
"1366"	"215"	"Simion2017"	"V2META14227-42-Calc_Hmm10-BMGE05"	4	5	1	NA	NA	"A4FV84.1"	"RecName: Full=mRNA turnover protein 4 homolog; AltName: Full=Ribosome assembly factor MRTO4"	"GO:0005737; GO:0005730; GO:0000956; GO:0000027; GO:0006364"	FALSE	NA
"1367"	"215"	"Hejnol2009"	"Tribe1657_0"	4	5	1	"EOG091G0MDD"	"MRT4 homolog, ribosome maturation factor"	"A4FV84.1"	"RecName: Full=mRNA turnover protein 4 homolog; AltName: Full=Ribosome assembly factor MRTO4"	"GO:0005737; GO:0005730; GO:0000956; GO:0000027; GO:0006364"	FALSE	"MRT4 homolog, ribosome maturation factor"
"1368"	"215"	"Ryan2013_est"	"gene36"	4	5	1	NA	NA	"Q9UKD2.2"	"RecName: Full=mRNA turnover protein 4 homolog; AltName: Full=Ribosome assembly factor MRTO4"	"GO:0005737; GO:0005730; GO:0003723; GO:0000956; GO:0000027; GO:0006364"	FALSE	NA
"1369"	"216"	"Borowiec2015_Best108"	"OG750.fasta.aln_gene91"	4	5	1	"EOG091G0W5M"	"golgi SNAP receptor complex member 1"	"O08522.1"	"RecName: Full=Golgi SNAP receptor complex member 1; AltName: Full=28 kDa Golgi SNARE protein; AltName: Full=28 kDa cis-Golgi SNARE p28; Short=GOS-28"	"GO:0005801; GO:0000139; GO:0000138; GO:0016021; GO:0005484; GO:0006888; GO:0006891; GO:0015031"	FALSE	"golgi SNAP receptor complex member 1"
"1370"	"216"	"Simion2017"	"V2META13551-42-Calc_Hmm10-BMGE05"	4	5	1	"EOG091G0W5M"	"golgi SNAP receptor complex member 1"	"Q5RBL6.1"	"RecName: Full=Golgi SNAP receptor complex member 1; AltName: Full=28 kDa Golgi SNARE protein; AltName: Full=28 kDa cis-Golgi SNARE p28"	"GO:0005801; GO:0005829; GO:0000139; GO:0016021; GO:0005484; GO:0006888; GO:0015031; GO:0042147"	FALSE	"golgi SNAP receptor complex member 1"
"1371"	"216"	"Hejnol2009"	"Tribe2460_0"	4	5	1	NA	NA	"O08522.1"	"RecName: Full=Golgi SNAP receptor complex member 1; AltName: Full=28 kDa Golgi SNARE protein; AltName: Full=28 kDa cis-Golgi SNARE p28; Short=GOS-28"	"GO:0005801; GO:0000139; GO:0000138; GO:0016021; GO:0005484; GO:0006888; GO:0006891; GO:0015031"	FALSE	NA
"1372"	"216"	"Ryan2013_est"	"gene26"	4	5	1	NA	NA	"O08522.1"	"RecName: Full=Golgi SNAP receptor complex member 1; AltName: Full=28 kDa Golgi SNARE protein; AltName: Full=28 kDa cis-Golgi SNARE p28; Short=GOS-28"	"GO:0005801; GO:0000139; GO:0000138; GO:0016021; GO:0005484; GO:0006888; GO:0006891; GO:0015031"	FALSE	NA
"1373"	"216"	"Borowiec2015_Total1080"	"OG750.fasta.aln_gene824"	4	5	1	"EOG091G0W5M"	"golgi SNAP receptor complex member 1"	NA	NA	NA	NA	"golgi SNAP receptor complex member 1"
"1374"	"217"	"Simion2017"	"V2META14098-42-Calc_Hmm10-BMGE05"	4	5	1	"EOG091G0BTX"	"KRR1, small subunit (SSU) processome component, homolog (yeast)"	"B3N899.1"	"RecName: Full=KRR1 small subunit processome component homolog; AltName: Full=KRR-R motif-containing protein 1; AltName: Full=Protein dribble"	"GO:0005730; GO:0005654; GO:1990904; GO:0003723; GO:0007275; GO:0006364"	FALSE	"KRR1, small subunit (SSU) processome component, homolog (yeast)"
"1375"	"217"	"Borowiec2015_Best108"	"OG803.fasta.aln_gene95"	4	5	1	"EOG091G0BTX"	"KRR1, small subunit (SSU) processome component, homolog (yeast)"	"B3MM49.1"	"RecName: Full=KRR1 small subunit processome component homolog; AltName: Full=KRR-R motif-containing protein 1; AltName: Full=Protein dribble"	"GO:0005730; GO:0005654; GO:1990904; GO:0003723; GO:0007275; GO:0006364"	FALSE	"KRR1, small subunit (SSU) processome component, homolog (yeast)"
"1376"	"217"	"Ryan2013_est"	"gene349"	4	5	1	"EOG091G0BTX"	"KRR1, small subunit (SSU) processome component, homolog (yeast)"	"B3MM49.1"	"RecName: Full=KRR1 small subunit processome component homolog; AltName: Full=KRR-R motif-containing protein 1; AltName: Full=Protein dribble"	"GO:0005730; GO:0005654; GO:1990904; GO:0003723; GO:0007275; GO:0006364"	FALSE	"KRR1, small subunit (SSU) processome component, homolog (yeast)"
"1377"	"217"	"Hejnol2009"	"Tribe2457_0"	4	5	1	"EOG091G0BTX"	"KRR1, small subunit (SSU) processome component, homolog (yeast)"	"B3MM49.1"	"RecName: Full=KRR1 small subunit processome component homolog; AltName: Full=KRR-R motif-containing protein 1; AltName: Full=Protein dribble"	"GO:0005730; GO:0005654; GO:1990904; GO:0003723; GO:0007275; GO:0006364"	FALSE	"KRR1, small subunit (SSU) processome component, homolog (yeast)"
"1378"	"217"	"Borowiec2015_Total1080"	"OG803.fasta.aln_gene881"	4	5	1	"EOG091G0BTX"	"KRR1, small subunit (SSU) processome component, homolog (yeast)"	NA	NA	NA	NA	"KRR1, small subunit (SSU) processome component, homolog (yeast)"
"1379"	"218"	"Borowiec2015_Total1080"	"OG954.fasta.aln_gene1039"	4	5	1	NA	NA	NA	NA	NA	NA	NA
"1380"	"218"	"Ryan2013_est"	"gene228"	4	5	1	NA	NA	"O54888.1"	"RecName: Full=DNA-directed RNA polymerase I subunit RPA2; Short=RNA polymerase I subunit 2; AltName: Full=A127; AltName: Full=RPA135"	"GO:0005736; GO:0003677; GO:0003899; GO:0046872; GO:0032549; GO:0009303; GO:0006360"	FALSE	NA
"1381"	"218"	"Borowiec2015_Best108"	"OG954.fasta.aln_gene107"	4	5	1	NA	NA	"Q9H9Y6.2"	"RecName: Full=DNA-directed RNA polymerase I subunit RPA2; Short=RNA polymerase I subunit 2; AltName: Full=DNA-directed RNA polymerase I 135 kDa polypeptide; Short=RPA135"	"GO:0005829; GO:0005730; GO:0005654; GO:0005736; GO:0003677; GO:0003899; GO:0046872; GO:0032549; GO:0007566; GO:0017126; GO:0045815; GO:0009303; GO:0006363; GO:0006361"	FALSE	NA
"1382"	"218"	"Simion2017"	"V2META10380-2-42-Calc_Hmm10-BMGE05"	4	5	1	NA	NA	"Q9H9Y6.2"	"RecName: Full=DNA-directed RNA polymerase I subunit RPA2; Short=RNA polymerase I subunit 2; AltName: Full=DNA-directed RNA polymerase I 135 kDa polypeptide; Short=RPA135"	"GO:0005829; GO:0005730; GO:0005654; GO:0005736; GO:0003677; GO:0003899; GO:0046872; GO:0032549; GO:0007566; GO:0017126; GO:0045815; GO:0009303; GO:0006363; GO:0006361"	FALSE	NA
"1383"	"218"	"Moroz2014_3d"	"1035"	4	5	1	NA	NA	"O54888.1"	"RecName: Full=DNA-directed RNA polymerase I subunit RPA2; Short=RNA polymerase I subunit 2; AltName: Full=A127; AltName: Full=RPA135"	"GO:0005736; GO:0003677; GO:0003899; GO:0046872; GO:0032549; GO:0009303; GO:0006360"	FALSE	NA
"1384"	"219"	"Borowiec2015_Total1080"	"OG504.fasta.aln_gene569"	3	5	0.7	NA	NA	NA	NA	NA	NA	NA
"1385"	"219"	"Hejnol2009"	"Tribe3072_0"	3	5	0.7	NA	NA	"D3K5L7.1"	"RecName: Full=Pachytene checkpoint protein 2 homolog; AltName: Full=Thyroid hormone receptor interactor 13; AltName: Full=Thyroid receptor-interacting protein 13; Short=TR-interacting protein 13; Short=TRIP-13"	"GO:0005694; GO:0005634; GO:0005524; GO:0006302; GO:0051598; GO:0007094; GO:0048477; GO:0007131; GO:0007283; GO:0007130"	FALSE	NA
"1386"	"219"	"Borowiec2015_Total1080"	"OG1015.fasta.aln_gene15"	4	5	0.7	NA	NA	NA	NA	NA	NA	NA
"1387"	"219"	"Simion2017"	"V2META14153-42-Calc_Hmm10-BMGE05"	3	5	0.7	NA	NA	"Q15645.2"	"RecName: Full=Pachytene checkpoint protein 2 homolog; AltName: Full=Human papillomavirus type 16 E1 protein-binding protein; Short=16E1-BP; Short=HPV16 E1 protein-binding protein; AltName: Full=Thyroid hormone receptor interactor 13; AltName: Full=Thyroid receptor-interacting protein 13; Short=TR-interacting protein 13; Short=TRIP-13"	"GO:0005694; GO:0001673; GO:0005634; GO:0005524; GO:0042802; GO:0003712; GO:0006302; GO:0007144; GO:0007141; GO:0051598; GO:0007094; GO:0001556; GO:0048477; GO:0007131; GO:0007286; GO:0007283; GO:0007130; GO:0006366"	FALSE	NA
"1388"	"219"	"Simion2017"	"V2META14898-42-Calc_Hmm10-BMGE05"	1	5	0.7	NA	NA	"Q3U821.1"	"RecName: Full=WD repeat-containing protein 75; AltName: Full=U3 small nucleolar RNA-associated protein 17 homolog"	"GO:0005730; GO:2000234; GO:0045943; GO:0006364"	FALSE	NA
"1389"	"220"	"Simion2017"	"V2META13954-42-Calc_Hmm10-BMGE05"	4	5	1	"EOG091G0RPE"	"TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa"	"Q16594.1"	"RecName: Full=Transcription initiation factor TFIID subunit 9; AltName: Full=RNA polymerase II TBP-associated factor subunit G; AltName: Full=STAF31/32; AltName: Full=Transcription initiation factor TFIID 31 kDa subunit; Short=TAFII-31; Short=TAFII31; AltName: Full=Transcription initiation factor TFIID 32 kDa subunit; Short=TAFII-32; Short=TAFII32"	"GO:0071339; GO:0005654; GO:0005634; GO:0000125; GO:0070761; GO:0000124; GO:0030914; GO:0005669; GO:0033276; GO:0033613; GO:0051117; GO:0070742; GO:0003677; GO:0002039; GO:0046982; GO:0003713; GO:0008134; GO:0044212; GO:0000492; GO:0006974; GO:0043966; GO:0043066; GO:1902166; GO:0032435; GO:0030307; GO:0060760; GO:0045944; GO:0050821; GO:1901796; GO:0070555; GO:0042795; GO:0006366; GO:0006367"	FALSE	"TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa"
"1390"	"220"	"Whelan2017_full"	"Subset5_07"	4	5	1	NA	NA	"Q62880.2"	"RecName: Full=Transcription initiation factor TFIID subunit 9B; AltName: Full=Neuronal cell death-related gene in neuron 7; Short=DN-7; AltName: Full=Transcription initiation factor TFIID subunit 9-like; AltName: Full=Transcription-associated factor TAFII31L"	"GO:0000124; GO:0005669; GO:0046982; GO:0008134; GO:0044212; GO:0006352; GO:0043966; GO:0045944; GO:0012501; GO:0014070; GO:0006366"	FALSE	NA
