mscript1	dataset1	part1	mscript2	dataset2	part2	count
Moroz2014	ED3a	0005	Moroz2014	ED3a	0005	17
Moroz2014	ED3a	0008	Moroz2014	ED3a	0008	18
Moroz2014	ED3a	0009	Moroz2014	ED3a	0009	18
Moroz2014	ED3a	0012	Moroz2014	ED3a	0012	18
Moroz2014	ED3a	0013	Moroz2014	ED3a	0013	23
Moroz2014	ED3a	0014	Moroz2014	ED3a	0014	25
Moroz2014	ED3a	0016	Borowiec2015	Total1080	OG181.fasta.aln_gene222	1
Moroz2014	ED3a	0016	Moroz2014	ED3a	0016	26
Moroz2014	ED3a	0017	Borowiec2015	Best108	OG298.fasta.aln_gene35	1
Moroz2014	ED3a	0017	Borowiec2015	Total1080	OG298.fasta.aln_gene348	1
Moroz2014	ED3a	0017	Hejnol2009	Hejnol2009	Tribe1786_0	1
Moroz2014	ED3a	0017	Moroz2014	ED3a	0017	17
Moroz2014	ED3a	0017	Ryan2013	est.opisthokonta	gene195	1
Moroz2014	ED3a	0017	Ryan2013	genome.opisthokonta	gene28	1
Moroz2014	ED3a	0018	Moroz2014	ED3a	0018	23
Moroz2014	ED3a	0020	Moroz2014	ED3a	0020	17
Moroz2014	ED3a	0022	Moroz2014	ED3a	0022	28
Moroz2014	ED3a	0024	Moroz2014	ED3a	0024	23
Moroz2014	ED3a	0025	Moroz2014	ED3a	0025	25
Moroz2014	ED3a	0026	Chang2015	Chang2015	crfg	3
Moroz2014	ED3a	0026	Moroz2014	ED3a	0026	29
Moroz2014	ED3a	0026	Philippe2009	Philippe2009	crfg	3
Moroz2014	ED3a	0026	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12716-42-Calc_Hmm10-BMGE05	3
Moroz2014	ED3a	0027	Moroz2014	ED3a	0027	36
Moroz2014	ED3a	0029	Moroz2014	ED3a	0029	27
Moroz2014	ED3a	0029	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10102-1-2-2-2-42-Calc_Hmm10-BMGE05	2
Moroz2014	ED3a	0031	Moroz2014	ED3a	0031	15
Moroz2014	ED3a	0032	Chang2015	Chang2015	mcm_01	1
Moroz2014	ED3a	0032	Moroz2014	ED3a	0032	21
Moroz2014	ED3a	0033	Moroz2014	ED3a	0033	18
Moroz2014	ED3a	0034	Moroz2014	ED3a	0034	21
Moroz2014	ED3a	0035	Moroz2014	ED3a	0035	28
Moroz2014	ED3a	0036	Moroz2014	ED3a	0036	23
Moroz2014	ED3a	0037	Moroz2014	ED3a	0037	15
Moroz2014	ED3a	0040	Moroz2014	ED3a	0040	14
Moroz2014	ED3a	0042	Dunn2008	Dunn2008	Tribe1181	9
Moroz2014	ED3a	0042	Hejnol2009	Hejnol2009	Tribe1555_0	6
Moroz2014	ED3a	0042	Moroz2014	ED3a	0042	20
Moroz2014	ED3a	0042	Ryan2013	est.opisthokonta	gene283	2
Moroz2014	ED3a	0042	Ryan2013	genome.opisthokonta	gene176	1
Moroz2014	ED3a	0043	Moroz2014	ED3a	0043	24
Moroz2014	ED3a	0047	Moroz2014	ED3a	0047	22
Moroz2014	ED3a	0049	Moroz2014	ED3a	0049	20
Moroz2014	ED3a	0050	Moroz2014	ED3a	0050	8
Moroz2014	ED3a	0052	Moroz2014	ED3a	0052	20
Moroz2014	ED3a	0054	Moroz2014	ED3a	0054	18
Moroz2014	ED3a	0055	Moroz2014	ED3a	0055	4
Moroz2014	ED3a	0055	Ryan2013	est.opisthokonta	gene114	1
Moroz2014	ED3a	0056	Moroz2014	ED3a	0056	22
Moroz2014	ED3a	0057	Moroz2014	ED3a	0057	20
Moroz2014	ED3a	0061	Moroz2014	ED3a	0061	26
Moroz2014	ED3a	0063	Moroz2014	ED3a	0063	20
Moroz2014	ED3a	0063	Nosenko2013	ribosomal_11057_smatrix	KOG1723	3
Moroz2014	ED3a	0063	Nosenko2013	ribosomal_14615_smatrix	KOG1723	10
Moroz2014	ED3a	0063	Philippe2009	Philippe2009	rpl15a	5
Moroz2014	ED3a	0063	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14926-42-Calc_Hmm10-BMGE05	1
Moroz2014	ED3a	0065	Moroz2014	ED3a	0065	24
Moroz2014	ED3a	0066	Moroz2014	ED3a	0066	24
Moroz2014	ED3a	0067	Moroz2014	ED3a	0067	16
Moroz2014	ED3a	0068	Moroz2014	ED3a	0068	16
Moroz2014	ED3a	0075	Moroz2014	ED3a	0075	18
Moroz2014	ED3a	0076	Moroz2014	ED3a	0076	19
Moroz2014	ED3a	0077	Moroz2014	ED3a	0077	27
Moroz2014	ED3a	0077	Ryan2013	est.opisthokonta	gene37	1
Moroz2014	ED3a	0077	Whelan2017	Metazoa_Choano_RCFV_strict	Subset9	2
Moroz2014	ED3a	0077	Whelan2017	Metazoa_full	Subset11_01	8
Moroz2014	ED3a	0078	Moroz2014	ED3a	0078	26
Moroz2014	ED3a	0079	Moroz2014	ED3a	0079	19
Moroz2014	ED3a	0081	Moroz2014	ED3a	0081	22
Moroz2014	ED3a	0082	Moroz2014	ED3a	0082	19
Moroz2014	ED3a	0083	Moroz2014	ED3a	0083	17
Moroz2014	ED3a	0086	Moroz2014	ED3a	0086	20
Moroz2014	ED3a	0088	Moroz2014	ED3a	0088	21
Moroz2014	ED3a	0089	Moroz2014	ED3a	0089	18
Moroz2014	ED3a	0092	Moroz2014	ED3a	0092	20
Moroz2014	ED3a	0095	Moroz2014	ED3a	0095	19
Moroz2014	ED3a	0096	Moroz2014	ED3a	0096	11
Moroz2014	ED3a	0096	Ryan2013	est.opisthokonta	gene19	5
Moroz2014	ED3a	0096	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13042-42-Calc_Hmm10-BMGE05	1
Moroz2014	ED3a	0097	Moroz2014	ED3a	0097	23
Moroz2014	ED3a	0098	Moroz2014	ED3a	0098	22
Moroz2014	ED3a	0099	Moroz2014	ED3a	0099	32
Moroz2014	ED3a	0102	Moroz2014	ED3a	0102	15
Moroz2014	ED3a	0103	Moroz2014	ED3a	0103	27
Moroz2014	ED3a	0105	Moroz2014	ED3a	0105	21
Moroz2014	ED3a	0105	Ryan2013	est.opisthokonta	gene200	1
Moroz2014	ED3a	0106	Moroz2014	ED3a	0106	17
Moroz2014	ED3a	0107	Moroz2014	ED3a	0107	17
Moroz2014	ED3a	0108	Moroz2014	ED3a	0108	18
Moroz2014	ED3a	0112	Moroz2014	ED3a	0112	15
Moroz2014	ED3a	0113	Moroz2014	ED3a	0113	20
Moroz2014	ED3a	0114	Moroz2014	ED3a	0114	21
Moroz2014	ED3a	0116	Moroz2014	ED3a	0116	28
Moroz2014	ED3a	0118	Moroz2014	ED3a	0118	25
Moroz2014	ED3a	0121	Moroz2014	ED3a	0121	20
Moroz2014	ED3a	0121	Whelan2017	Metazoa_full	Subset4_05	1
Moroz2014	ED3a	0123	Borowiec2015	Total1080	OG275.fasta.aln_gene323	8
Moroz2014	ED3a	0123	Hejnol2009	Hejnol2009	Tribe1522_0	8
Moroz2014	ED3a	0123	Moroz2014	ED3a	0123	24
Moroz2014	ED3a	0133	Moroz2014	ED3a	0133	20
Moroz2014	ED3a	0154	Moroz2014	ED3a	0154	23
Moroz2014	ED3a	0159	Moroz2014	ED3a	0159	19
Moroz2014	ED3a	0160	Moroz2014	ED3a	0160	18
Moroz2014	ED3a	0161	Moroz2014	ED3a	0161	15
Moroz2014	ED3a	0162	Moroz2014	ED3a	0162	22
Moroz2014	ED3a	0165	Moroz2014	ED3a	0165	19
Moroz2014	ED3a	0166	Moroz2014	ED3a	0166	17
Moroz2014	ED3a	0169	Moroz2014	ED3a	0169	20
Moroz2014	ED3a	0172	Moroz2014	ED3a	0172	22
Moroz2014	ED3a	0174	Moroz2014	ED3a	0174	20
Moroz2014	ED3a	0175	Moroz2014	ED3a	0175	16
Moroz2014	ED3a	0178	Moroz2014	ED3a	0178	19
Moroz2014	ED3a	0179	Moroz2014	ED3a	0179	19
Moroz2014	ED3a	0181	Moroz2014	ED3a	0181	22
Moroz2014	ED3a	0183	Moroz2014	ED3a	0183	20
Moroz2014	ED3a	0184	Moroz2014	ED3a	0184	17
Moroz2014	ED3a	0185	Moroz2014	ED3a	0185	28
Moroz2014	ED3a	0189	Moroz2014	ED3a	0189	24
Moroz2014	ED3a	0192	Moroz2014	ED3a	0192	22
Moroz2014	ED3a	0193	Moroz2014	ED3a	0193	27
Moroz2014	ED3a	0194	Moroz2014	ED3a	0194	6
Moroz2014	ED3a	0195	Moroz2014	ED3a	0195	36
Moroz2014	ED3a	0196	Moroz2014	ED3a	0196	32
Moroz2014	ED3a	0197	Moroz2014	ED3a	0197	25
Moroz2014	ED3a	0201	Moroz2014	ED3a	0201	21
Moroz2014	ED3a	0203	Moroz2014	ED3a	0203	21
Moroz2014	ED3a	0204	Moroz2014	ED3a	0204	28
Moroz2014	ED3a	0205	Borowiec2015	Total1080	OG395.fasta.aln_gene451	1
Moroz2014	ED3a	0205	Moroz2014	ED3a	0205	22
Moroz2014	ED3a	0205	Ryan2013	genome.opisthokonta	gene164	1
Moroz2014	ED3a	0208	Moroz2014	ED3a	0208	22
Moroz2014	ED3a	0209	Moroz2014	ED3a	0209	22
Moroz2014	ED3a	0210	Moroz2014	ED3a	0210	22
Moroz2014	ED3a	0212	Moroz2014	ED3a	0212	21
Moroz2014	ED3a	0213	Moroz2014	ED3a	0213	70
Moroz2014	ED3a	0214	Moroz2014	ED3a	0214	16
Moroz2014	ED3a	0215	Moroz2014	ED3a	0215	28
Moroz2014	ED3a	0216	Moroz2014	ED3a	0216	30
Moroz2014	ED3a	0217	Moroz2014	ED3a	0217	30
Moroz2014	ED3a	0219	Moroz2014	ED3a	0219	17
Moroz2014	ED3a	0220	Moroz2014	ED3a	0220	26
Moroz2014	ED3a	0220	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META11881-42-Calc_Hmm10-BMGE05	1
Moroz2014	ED3a	0221	Moroz2014	ED3a	0221	26
Moroz2014	ED3a	0222	Moroz2014	ED3a	0222	11
Moroz2014	ED3a	0223	Moroz2014	ED3a	0223	28
Moroz2014	ED3a	0225	Moroz2014	ED3a	0225	33
Moroz2014	ED3a	0226	Moroz2014	ED3a	0226	29
Moroz2014	ED3a	0227	Moroz2014	ED3a	0227	23
Moroz2014	ED3a	0228	Moroz2014	ED3a	0228	24
Moroz2014	ED3a	0230	Moroz2014	ED3a	0230	20
Moroz2014	ED3a	0232	Moroz2014	ED3a	0232	28
Moroz2014	ED3a	0232	Ryan2013	genome.opisthokonta	gene74	1
Moroz2014	ED3a	0233	Moroz2014	ED3a	0233	23
Moroz2014	ED3a	0234	Moroz2014	ED3a	0234	22
Moroz2014	ED3a	0236	Moroz2014	ED3a	0236	23
Moroz2014	ED3a	0237	Moroz2014	ED3a	0237	23
Moroz2014	ED3a	0237	Ryan2013	genome.opisthokonta	gene70	8
Moroz2014	ED3a	0237	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13759-42-Calc_Hmm10-BMGE05	12
Moroz2014	ED3a	0238	Moroz2014	ED3a	0238	11
Moroz2014	ED3a	0239	Moroz2014	ED3a	0239	31
Moroz2014	ED3a	0240	Moroz2014	ED3a	0240	32
Moroz2014	ED3a	0241	Moroz2014	ED3a	0241	23
Moroz2014	ED3a	0242	Moroz2014	ED3a	0242	33
Moroz2014	ED3a	0243	Moroz2014	ED3a	0243	38
Moroz2014	ED3a	0244	Moroz2014	ED3a	0244	32
Moroz2014	ED3a	0244	Moroz2014	ED3d	0244	2
Moroz2014	ED3a	0244	Ryan2013	est.opisthokonta	gene335	13
Moroz2014	ED3a	0245	Chang2015	Chang2015	cpn60	2
Moroz2014	ED3a	0245	Moroz2014	ED3a	0245	33
Moroz2014	ED3a	0247	Moroz2014	ED3a	0247	22
Moroz2014	ED3a	0248	Moroz2014	ED3a	0248	21
Moroz2014	ED3a	0249	Moroz2014	ED3a	0249	20
Moroz2014	ED3a	0250	Moroz2014	ED3a	0250	19
Moroz2014	ED3a	0251	Borowiec2015	Best108	OG716.fasta.aln_gene89	10
Moroz2014	ED3a	0251	Borowiec2015	Total1080	OG716.fasta.aln_gene788	10
Moroz2014	ED3a	0251	Moroz2014	ED3a	0251	18
Moroz2014	ED3a	0251	Ryan2013	genome.opisthokonta	gene76	11
Moroz2014	ED3a	0252	Moroz2014	ED3a	0252	30
Moroz2014	ED3a	0254	Moroz2014	ED3a	0254	21
Moroz2014	ED3a	0255	Moroz2014	ED3a	0255	27
Moroz2014	ED3a	0258	Moroz2014	ED3a	0258	15
Moroz2014	ED3a	0264	Moroz2014	ED3a	0264	12
Moroz2014	ED3a	0266	Moroz2014	ED3a	0266	20
Moroz2014	ED3a	0267	Moroz2014	ED3a	0267	18
Moroz2014	ED3a	0270	Moroz2014	ED3a	0270	22
Moroz2014	ED3a	0271	Moroz2014	ED3a	0271	15
Moroz2014	ED3a	0279	Moroz2014	ED3a	0279	20
Moroz2014	ED3a	0282	Moroz2014	ED3a	0282	23
Moroz2014	ED3a	0283	Moroz2014	ED3a	0283	24
Moroz2014	ED3a	0284	Moroz2014	ED3a	0284	28
Moroz2014	ED3a	0285	Moroz2014	ED3a	0285	17
Moroz2014	ED3a	0291	Moroz2014	ED3a	0291	13
Moroz2014	ED3a	0293	Moroz2014	ED3a	0293	26
Moroz2014	ED3a	0294	Moroz2014	ED3a	0294	13
Moroz2014	ED3a	0296	Moroz2014	ED3a	0296	34
Moroz2014	ED3a	0298	Moroz2014	ED3a	0298	20
Moroz2014	ED3a	0299	Moroz2014	ED3a	0299	30
Moroz2014	ED3a	0300	Moroz2014	ED3a	0300	28
Moroz2014	ED3a	0301	Moroz2014	ED3a	0301	17
Moroz2014	ED3a	0304	Moroz2014	ED3a	0304	21
Moroz2014	ED3a	0308	Moroz2014	ED3a	0308	19
Moroz2014	ED3a	0311	Moroz2014	ED3a	0311	19
Moroz2014	ED3a	0312	Moroz2014	ED3a	0312	24
Moroz2014	ED3a	0313	Moroz2014	ED3a	0313	20
Moroz2014	ED3a	0317	Chang2015	Chang2015	rpl19a	17
Moroz2014	ED3a	0317	Dunn2008	Dunn2008	Tribe174	10
Moroz2014	ED3a	0317	Moroz2014	ED3a	0317	35
Moroz2014	ED3a	0317	Nosenko2013	ribosomal_11057_smatrix	KOG1696	2
Moroz2014	ED3a	0317	Nosenko2013	ribosomal_14615_smatrix	KOG1696	16
Moroz2014	ED3a	0317	Philippe2009	Philippe2009	rad51-A	15
Moroz2014	ED3a	0317	Ryan2013	est.opisthokonta	gene6	3
Moroz2014	ED3a	0317	Whelan2017	Metazoa_Choano_RCFV_strict	Subset1_01	1
Moroz2014	ED3a	0317	Whelan2017	Metazoa_full	Subset3_04	1
Moroz2014	ED3a	0318	Moroz2014	ED3a	0318	25
Moroz2014	ED3a	0319	Moroz2014	ED3a	0319	19
Moroz2014	ED3a	0320	Moroz2014	ED3a	0320	20
Moroz2014	ED3a	0321	Moroz2014	ED3a	0321	12
Moroz2014	ED3a	0326	Moroz2014	ED3a	0326	23
Moroz2014	ED3a	0327	Moroz2014	ED3a	0327	20
Moroz2014	ED3a	0329	Moroz2014	ED3a	0329	26
Moroz2014	ED3a	0330	Moroz2014	ED3a	0330	18
Moroz2014	ED3a	0333	Moroz2014	ED3a	0333	28
Moroz2014	ED3a	0334	Moroz2014	ED3a	0334	15
Moroz2014	ED3a	0335	Moroz2014	ED3a	0335	28
Moroz2014	ED3a	0336	Moroz2014	ED3a	0336	24
Moroz2014	ED3a	0338	Moroz2014	ED3a	0338	21
Moroz2014	ED3a	0338	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10343-1-42-Calc_Hmm10-BMGE05	15
Moroz2014	ED3a	0339	Moroz2014	ED3a	0339	15
Moroz2014	ED3a	0340	Moroz2014	ED3a	0340	31
Moroz2014	ED3a	0342	Moroz2014	ED3a	0342	24
Moroz2014	ED3a	0343	Moroz2014	ED3a	0343	27
Moroz2014	ED3a	0344	Moroz2014	ED3a	0344	16
Moroz2014	ED3a	0345	Moroz2014	ED3a	0345	27
Moroz2014	ED3a	0345	Ryan2013	genome.opisthokonta	gene29	1
Moroz2014	ED3a	0345	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13781-42-Calc_Hmm10-BMGE05	4
Moroz2014	ED3a	0346	Moroz2014	ED3a	0346	19
Moroz2014	ED3a	0346	Ryan2013	est.opisthokonta	gene353	1
Moroz2014	ED3a	0346	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0346	1
Moroz2014	ED3a	0346	Whelan2015	Dataset1_FullData	Gene_0346	1
Moroz2014	ED3a	0346	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0346	1
Moroz2014	ED3a	0347	Moroz2014	ED3a	0347	29
Moroz2014	ED3a	0348	Moroz2014	ED3a	0348	21
Moroz2014	ED3a	0349	Moroz2014	ED3a	0349	19
Moroz2014	ED3a	0350	Moroz2014	ED3a	0350	28
Moroz2014	ED3a	0351	Moroz2014	ED3a	0351	29
Moroz2014	ED3a	0351	Ryan2013	est.opisthokonta	gene339	1
Moroz2014	ED3a	0352	Moroz2014	ED3a	0352	19
Moroz2014	ED3a	0354	Moroz2014	ED3a	0354	39
Moroz2014	ED3a	0355	Moroz2014	ED3a	0355	18
Moroz2014	ED3a	0357	Moroz2014	ED3a	0357	21
Moroz2014	ED3a	0358	Moroz2014	ED3a	0358	26
Moroz2014	ED3a	0359	Moroz2014	ED3a	0359	20
Moroz2014	ED3a	0361	Moroz2014	ED3a	0361	28
Moroz2014	ED3a	0362	Moroz2014	ED3a	0362	19
Moroz2014	ED3a	0364	Moroz2014	ED3a	0364	16
Moroz2014	ED3a	0366	Borowiec2015	Total1080	OG1102.fasta.aln_gene95	1
Moroz2014	ED3a	0366	Moroz2014	ED3a	0366	18
Moroz2014	ED3a	0366	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0366	1
Moroz2014	ED3a	0366	Whelan2015	Dataset1_FullData	Gene_0366	1
Moroz2014	ED3a	0367	Borowiec2015	Total1080	OG1065.fasta.aln_gene62	7
Moroz2014	ED3a	0367	Chang2015	Chang2015	hsp70_01	14
Moroz2014	ED3a	0367	Moroz2014	ED3a	0367	36
Moroz2014	ED3a	0367	Philippe2009	Philippe2009	hsp70-mt	10
Moroz2014	ED3a	0368	Moroz2014	ED3a	0368	21
Moroz2014	ED3a	0369	Moroz2014	ED3a	0369	21
Moroz2014	ED3a	0371	Moroz2014	ED3a	0371	23
Moroz2014	ED3a	0372	Moroz2014	ED3a	0372	18
Moroz2014	ED3a	0376	Moroz2014	ED3a	0376	21
Moroz2014	ED3a	0376	Ryan2013	est.opisthokonta	gene104	4
Moroz2014	ED3a	0376	Ryan2013	genome.opisthokonta	gene48	1
Moroz2014	ED3a	0376	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13293-42-Calc_Hmm10-BMGE05	7
Moroz2014	ED3a	0376	Whelan2017	Metazoa_full	Subset23_03	2
Moroz2014	ED3a	0380	Moroz2014	ED3a	0380	16
Moroz2014	ED3a	0381	Moroz2014	ED3a	0381	25
Moroz2014	ED3a	0384	Moroz2014	ED3a	0384	16
Moroz2014	ED3a	0391	Borowiec2015	Total1080	OG756.fasta.aln_gene830	1
Moroz2014	ED3a	0391	Moroz2014	ED3a	0391	21
Moroz2014	ED3a	0392	Moroz2014	ED3a	0392	15
Moroz2014	ED3a	0393	Moroz2014	ED3a	0393	24
Moroz2014	ED3a	0394	Moroz2014	ED3a	0394	12
Moroz2014	ED3a	0396	Moroz2014	ED3a	0396	31
Moroz2014	ED3a	0401	Moroz2014	ED3a	0401	19
Moroz2014	ED3a	0403	Moroz2014	ED3a	0403	22
Moroz2014	ED3a	0403	Ryan2013	est.opisthokonta	gene149	10
Moroz2014	ED3a	0407	Moroz2014	ED3a	0407	20
Moroz2014	ED3a	0410	Borowiec2015	Best108	OG295.fasta.aln_gene34	6
Moroz2014	ED3a	0410	Borowiec2015	Total1080	OG295.fasta.aln_gene345	6
Moroz2014	ED3a	0410	Moroz2014	ED3a	0410	26
Moroz2014	ED3a	0411	Moroz2014	ED3a	0411	32
Moroz2014	ED3a	0411	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0411	8
Moroz2014	ED3a	0411	Whelan2015	Dataset1_FullData	Gene_0411	10
Moroz2014	ED3a	0411	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0411	8
Moroz2014	ED3a	0413	Hejnol2009	Hejnol2009	Tribe2111_0	3
Moroz2014	ED3a	0413	Moroz2014	ED3a	0413	22
Moroz2014	ED3a	0414	Moroz2014	ED3a	0414	4
Moroz2014	ED3a	0417	Moroz2014	ED3a	0417	17
Moroz2014	ED3a	0418	Moroz2014	ED3a	0418	24
Moroz2014	ED3a	0422	Moroz2014	ED3a	0422	21
Moroz2014	ED3a	0423	Moroz2014	ED3a	0423	23
Moroz2014	ED3a	0424	Moroz2014	ED3a	0424	22
Moroz2014	ED3a	0425	Moroz2014	ED3a	0425	24
Moroz2014	ED3a	0427	Moroz2014	ED3a	0427	17
Moroz2014	ED3a	0428	Moroz2014	ED3a	0428	15
Moroz2014	ED3a	0429	Moroz2014	ED3a	0429	20
Moroz2014	ED3a	0430	Moroz2014	ED3a	0430	18
Moroz2014	ED3a	0431	Moroz2014	ED3a	0431	15
Moroz2014	ED3a	0433	Moroz2014	ED3a	0433	20
Moroz2014	ED3a	0434	Moroz2014	ED3a	0434	23
Moroz2014	ED3a	0435	Moroz2014	ED3a	0435	28
Moroz2014	ED3a	0437	Moroz2014	ED3a	0437	22
Moroz2014	ED3a	0439	Moroz2014	ED3a	0439	9
Moroz2014	ED3a	0439	Ryan2013	est.opisthokonta	gene121	4
Moroz2014	ED3a	0439	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13578-42-Calc_Hmm10-BMGE05	3
Moroz2014	ED3a	0441	Moroz2014	ED3a	0441	19
Moroz2014	ED3a	0442	Moroz2014	ED3a	0442	16
Moroz2014	ED3a	0446	Moroz2014	ED3a	0446	25
Moroz2014	ED3a	0447	Moroz2014	ED3a	0447	23
Moroz2014	ED3a	0448	Moroz2014	ED3a	0448	18
Moroz2014	ED3a	0449	Moroz2014	ED3a	0449	42
Moroz2014	ED3a	0453	Moroz2014	ED3a	0453	20
Moroz2014	ED3a	0454	Moroz2014	ED3a	0454	21
Moroz2014	ED3a	0458	Moroz2014	ED3a	0458	29
Moroz2014	ED3a	0459	Moroz2014	ED3a	0459	24
Moroz2014	ED3a	0460	Moroz2014	ED3a	0460	17
Moroz2014	ED3a	0461	Moroz2014	ED3a	0461	15
Moroz2014	ED3a	0463	Moroz2014	ED3a	0463	22
Moroz2014	ED3a	0466	Moroz2014	ED3a	0466	25
Moroz2014	ED3a	0470	Moroz2014	ED3a	0470	10
Moroz2014	ED3a	0471	Moroz2014	ED3a	0471	13
Moroz2014	ED3a	0472	Moroz2014	ED3a	0472	15
Moroz2014	ED3a	0473	Moroz2014	ED3a	0473	18
Moroz2014	ED3a	0474	Borowiec2015	Total1080	OG598.fasta.aln_gene663	2
Moroz2014	ED3a	0474	Hejnol2009	Hejnol2009	Tribe1733_0	1
Moroz2014	ED3a	0474	Moroz2014	ED3a	0474	14
Moroz2014	ED3a	0474	Ryan2013	est.opisthokonta	gene363	3
Moroz2014	ED3a	0475	Moroz2014	ED3a	0475	23
Moroz2014	ED3a	0475	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14029-42-Calc_Hmm10-BMGE05	9
Moroz2014	ED3a	0476	Borowiec2015	Total1080	OG1099.fasta.aln_gene91	1
Moroz2014	ED3a	0476	Moroz2014	ED3a	0476	19
Moroz2014	ED3a	0477	Moroz2014	ED3a	0477	39
Moroz2014	ED3a	0478	Moroz2014	ED3a	0478	28
Moroz2014	ED3a	0478	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13679-42-Calc_Hmm10-BMGE05	1
Moroz2014	ED3a	0479	Moroz2014	ED3a	0479	16
Moroz2014	ED3a	0480	Moroz2014	ED3a	0480	22
Moroz2014	ED3a	0483	Borowiec2015	Best108	OG378.fasta.aln_gene45	12
Moroz2014	ED3a	0483	Borowiec2015	Total1080	OG378.fasta.aln_gene432	12
Moroz2014	ED3a	0483	Chang2015	Chang2015	orf2	16
Moroz2014	ED3a	0483	Hejnol2009	Hejnol2009	Tribe2779_0	10
Moroz2014	ED3a	0483	Moroz2014	ED3a	0483	23
Moroz2014	ED3a	0483	Moroz2014	ED3d	0483	16
Moroz2014	ED3a	0483	Ryan2013	est.opisthokonta	gene391	15
Moroz2014	ED3a	0483	Ryan2013	genome.opisthokonta	gene238	9
Moroz2014	ED3a	0483	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13108-42-Calc_Hmm10-BMGE05	14
Moroz2014	ED3a	0483	Whelan2017	Metazoa_Choano_RCFV_strict	Subset26	11
Moroz2014	ED3a	0483	Whelan2017	Metazoa_full	Subset31_01	11
Moroz2014	ED3a	0485	Moroz2014	ED3a	0485	32
Moroz2014	ED3a	0485	Nosenko2013	ribosomal_14615_smatrix	KOG2767	1
Moroz2014	ED3a	0485	Ryan2013	genome.opisthokonta	gene213	1
Moroz2014	ED3a	0486	Moroz2014	ED3a	0486	12
Moroz2014	ED3a	0487	Borowiec2015	Total1080	OG448.fasta.aln_gene509	2
Moroz2014	ED3a	0487	Moroz2014	ED3a	0487	22
Moroz2014	ED3a	0487	Moroz2014	ED3d	0487	1
Moroz2014	ED3a	0487	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0487	1
Moroz2014	ED3a	0487	Whelan2015	Dataset1_FullData	Gene_0487	1
Moroz2014	ED3a	0487	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0487	1
Moroz2014	ED3a	0487	Whelan2017	Metazoa_full	Subset4_10	1
Moroz2014	ED3a	0489	Moroz2014	ED3a	0489	26
Moroz2014	ED3a	0490	Moroz2014	ED3a	0490	22
Moroz2014	ED3a	0493	Moroz2014	ED3a	0493	18
Moroz2014	ED3a	0494	Moroz2014	ED3a	0494	23
Moroz2014	ED3a	0497	Moroz2014	ED3a	0497	18
Moroz2014	ED3a	0500	Moroz2014	ED3a	0500	18
Moroz2014	ED3a	0501	Moroz2014	ED3a	0501	25
Moroz2014	ED3a	0502	Moroz2014	ED3a	0502	16
Moroz2014	ED3a	0504	Moroz2014	ED3a	0504	12
Moroz2014	ED3a	0505	Moroz2014	ED3a	0505	36
Moroz2014	ED3a	0506	Moroz2014	ED3a	0506	22
Moroz2014	ED3a	0507	Moroz2014	ED3a	0507	25
Moroz2014	ED3a	0508	Moroz2014	ED3a	0508	16
Moroz2014	ED3a	0509	Moroz2014	ED3a	0509	17
Moroz2014	ED3a	0512	Moroz2014	ED3a	0512	22
Moroz2014	ED3a	0513	Moroz2014	ED3a	0513	20
Moroz2014	ED3a	0514	Moroz2014	ED3a	0514	28
Moroz2014	ED3a	0516	Moroz2014	ED3a	0516	15
Moroz2014	ED3a	0517	Moroz2014	ED3a	0517	17
Moroz2014	ED3a	0518	Moroz2014	ED3a	0518	28
Moroz2014	ED3a	0518	Moroz2014	ED3d	0518	1
Moroz2014	ED3a	0518	Whelan2017	Metazoa_full	Subset2_15	1
Moroz2014	ED3a	0520	Chang2015	Chang2015	dihydrolatransacylase	4
Moroz2014	ED3a	0520	Moroz2014	ED3a	0520	27
Moroz2014	ED3a	0520	Ryan2013	est.opisthokonta	gene248	12
Moroz2014	ED3a	0520	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13663-42-Calc_Hmm10-BMGE05	6
